Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Tim Scott,votetimscott,349068689306,POLITICIAN,US,Honored to serve the citizens of South Carolina. http://www.votetimscott.com,2014-09-17 21:47:17 CEST,187288,210833,2021-04-16 22:22:35 CEST,2021-04-16,22:22:35,Link,"6,176",1932,1447,706,21,109,371,104,1482,4,,-,0,0,0,N/A,https://www.facebook.com/349068689306/posts/10160769065749307,"VP Harris is going to Guatemala and Mexico to talk about the border? Last time I checked, the crisis was at OUR border. When is she going to head down to the wall and see the heartbreaking scenes in person—what's the holdup?",http://fxn.ws/2OTwbVi,https://www.foxnews.com/politics/harris-guatemala-and-mexico-criticism-over-border-crisis,,"Harris to travel to Guatemala, Mexico amid criticism over border crisis","Vice President Kamala Harris said on Wednesday that she will travel to Guatemala and Mexico as part of her role in tackling the ""root causes"" of the swirling migration crisis at the southern border -- as she faces intense criticism for her alleged lack of action on the crisis.",,,,2.46
Senator Joni Ernst,senjoniernst,351671691660938,GOVERNMENT_OFFICIAL,US,"Official account of Senator Joni Ernst for Iowa. Follow for updates from Joni and her staff.

If you have questions, concerns, or need assistance and would like a response, please click the ""Contact Us"" button above or visit www.ernst.senate.gov",2015-05-27 21:28:02 CEST,24081,61539,2021-04-13 19:16:25 CEST,2021-04-13,19:16:25,Link,"1,040",123,498,86,1,13,42,32,244,1,,-,0,0,0,N/A,https://www.facebook.com/351671691660938/posts/1701741126653981,The Biden Administration is spending $60M+/week to care for a record number of unaccompanied minors who’ve arrived at our southern border. This is President Biden’s border crisis. He and his administration must work to address it head on—the security of our nation depends on it. https://www.washingtonpost.com/national/border-shelters-cost/2021/04/08/c54eec3a-97bd-11eb-8e42-3906c09073f9_story.html,https://www.washingtonpost.com/national/border-shelters-cost/2021/04/08/c54eec3a-97bd-11eb-8e42-3906c09073f9_story.html,,,Biden administration spending $60 million per week to shelter unaccompanied minors,"The Department of Health and Human Services has announced at least 10 temporary sites to shelter thousands of teens and children at convention centers, oil worker camps and military bases.",,,,2.45
Senator Josh Hawley,SenatorHawley,2310712675815366,POLITICIAN,US,"Please keep in mind this page is viewed by all ages and members of the community. Comments are encouraged, however, comments that are obscene, profane, abusive, threatening or target someone racially or sexually will be hidden. ",2019-01-14 15:24:36 CET,70968,88014,2021-04-13 17:42:58 CEST,2021-04-13,17:42:58,Native Video,"2,552",1418,478,326,221,8,82,4,9,6,owned,Yes,11782,14295,0,00:03:33,https://www.facebook.com/2310712675815366/posts/2986954428191184,"Monopolies and liberty are not compatible. No corporation should be so big and so powerful that it can control the political process, that it can override the will of the voters. And that's exactly what today's mega corporations who've gotten big and fat with the help of government are trying to do. So here is what my plan would do. First of all, it would break up the big tech companies, make them spin off their various parts. For instance, Amazon should not be able to have the dominant e-commerce platform and also control the Cloud. It would break up the big corporations. Next, no more mergers and acquisitions by the biggest companies in America. It won't allow the big banks to get any bigger. It would put in place tough new penalties for corporations that violate our trust laws and a new ability for our prosecutors to go after these trusts. And a new focus for antitrust law which that actually promotes competition. Freedom is protected when there's competition, not when there's monopoly. It's time we actually put the American people back in control of their democracy.",https://www.facebook.com/SenatorHawley/videos/804641133763021/,,,Hawley: No corporation should be so big and so powerful that it can override the voice of the people,,,,,2.45
Senator Josh Hawley,SenatorHawley,2310712675815366,POLITICIAN,US,"Please keep in mind this page is viewed by all ages and members of the community. Comments are encouraged, however, comments that are obscene, profane, abusive, threatening or target someone racially or sexually will be hidden. ",2019-01-14 15:24:36 CET,71269,88368,2021-05-06 23:40:45 CEST,2021-05-06,23:40:45,Link,"3,427",2084,801,217,168,3,138,2,10,4,,-,0,0,0,N/A,https://www.facebook.com/2310712675815366/posts/3004152273138066,"This is what happens when you have just a few companies control all digital speech in America as Facebook, Twitter, Google do. We’ve got to take steps to introduce competition, to give consumers power back so that we have more speech.",https://www.foxnews.com/politics/hawley-facebook-board-trump-decision-proves-time-get-serious-antitrust-action,,,Hawley: Facebook board's Trump ban proves its time to 'get serious' on antitrust action,"Sen. Josh Hawley, R-Mo., renewed his call for antitrust action against Facebook and other tech platforms on Wednesday, calling it “a little bit ridiculous” that an oversight board was able to determine whether the social media platform’s suspension of former President Donald Trump’s account ...",,,,2.45
John Cornyn,johncornyn,355316521236121,POLITICIAN,US,"Official campaign page for Texans for Senator John Cornyn, Inc.
On Twitter: https://twitter.com/teamcornyn
",2014-09-16 14:47:21 CEST,447024,421701,2021-04-16 16:13:01 CEST,2021-04-16,16:13:01,Link,"4,117",1969,833,740,32,33,55,37,413,5,,-,0,0,0,N/A,https://www.facebook.com/355316521236121/posts/3323427257758351,"Biden’s so-called “infrastructure” bill is mostly a massive cash handout for liberal pet projects. Meanwhile, Biden killed the Keystone XL pipeline (a REAL job-creating infrastructure project) on his first day in office. Where does the hypocrisy end?",https://www.cnn.com/2021/04/05/politics/manchin-infrastructure-bill-tax-hikes/index.html,,,Manchin warns Biden's infrastructure bill is in trouble over corporate tax hikes,"Sen. Joe Manchin, an influential centrist Democrat, warned Monday that the Biden administration's massive infrastructure package can't pass in its current form because he and a handful of other Senate Democrats believe the corporate tax hikes proposed in the bill -- designed to offset its costs -- a...",,,,2.44
U.S. Senator Bill Cassidy,SenBillCassidy,2064185077183299,GOVERNMENT_OFFICIAL,US,"Official government Facebook page for U.S. Senator Bill Cassidy, M.D., of Louisiana. Father, doctor, proud to represent the Bayou State.",2018-04-24 23:44:37 CEST,48933,95625,2021-04-19 19:09:27 CEST,2021-04-19,19:09:27,Status,"2,331",914,1012,128,23,9,205,5,33,2,,-,0,0,0,N/A,https://www.facebook.com/2064185077183299/posts/2902196590048806,Escalating tensions and encouraging violence is unacceptable and unbecoming of any elected leader. There is no double standard when it comes to inciting violence. House Democratic leadership needs to hold Rep. Maxine Watters accountable or lose all credibility.,,,,,,,,,2.44
John Cornyn,johncornyn,355316521236121,POLITICIAN,US,"Official campaign page for Texans for Senator John Cornyn, Inc.
On Twitter: https://twitter.com/teamcornyn
",2014-09-16 14:47:21 CEST,446865,421568,2021-05-05 19:00:14 CEST,2021-05-05,19:00:14,Link,"3,769",1468,882,587,12,20,125,33,641,1,,-,0,0,0,N/A,https://www.facebook.com/355316521236121/posts/3374938405940569,Americans are sick of Democrats saying one thing and doing another over and over again.,https://www.nationalreview.com/2021/04/bidens-dishonest-sales-pitch/,,,Biden’s Dishonest Sales Pitch | National Review,"In a much-hyped address to Congress, the president pushed a radical agenda by perpetuating falsehoods.",,,,2.43
Senator Bill Hagerty,SenatorBillHagerty,106204684773712,GOVERNMENT_OFFICIAL,US,Husband | Father of four | Businessman | Community Volunteer | Conservative Republican | U.S. Senator | Former U.S. Ambassador to Japan | Proud Tennessean,2021-01-25 07:52:31 CET,40302,39261,2021-04-21 18:23:16 CEST,2021-04-21,18:23:16,Photo,281,165,73,19,13,0,10,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/106204684773712/posts/148369127223934,"China is our strategic adversary. This morning, my colleagues and I on United States Senate Committee on Foreign Relations are working through amendments and debating a very important bill to ensure the United States continues to deal with China from a position of strength.",https://www.facebook.com/SenatorBillHagerty/photos/a.109802517747262/148368693890644/?type=3,,,,,,,,2.42
Senator Roger Wicker,SenatorWicker,158401580882385,GOVERNMENT_OFFICIAL,,Proudly serving the great state of Mississippi. I want to hear from you. Contact my office at http://wicker.senate.gov.,2015-02-21 00:50:03 CET,13673,63556,2021-05-05 19:22:43 CEST,2021-05-05,19:22:43,Native Video,282,88,136,12,1,1,36,5,3,0,owned,Yes,2755,2790,0,00:02:06,https://www.facebook.com/158401580882385/posts/3866081456781027,"For over 100 days, the Biden Administration has insisted on doing things their way. We should be able to make at least one thing bipartisan. Let’s make it infrastructure. President Biden should know that his proposed tax increases are becoming less popular and his current plan has little chance of passing. Republicans have given him an alternative proposal that would give America a victory on our infrastructure.",https://www.facebook.com/SenatorWicker/videos/299245371770705/,,,,,,,,2.41
Senator Shelley Moore Capito,senshelley,8057864757,GOVERNMENT_OFFICIAL,US,Proudly representing West Virginia in the United States Senate. ,2013-04-09 00:40:37 CEST,29157,55301,2021-04-18 16:38:59 CEST,2021-04-18,16:38:59,Link,409,114,138,66,4,20,11,9,47,0,,-,0,0,0,N/A,https://www.facebook.com/8057864757/posts/10159165222244758,"A secure border means a safer America. The administration’s refusal to even acknowledge the southern border crisis continues to have deadly consequences for our nation’s cities, towns, and small communities. https://www.foxnews.com/politics/border-crisis-mexico-southern-border-fentanyl-mccarthy",https://www.foxnews.com/politics/border-crisis-mexico-southern-border-fentanyl-mccarthy,,,Border crisis: 233% increase in fentanyl seizures at southern border,New data released by U.S. Customs and Border Protection (CBP) revealed that the total weight of fentanyl seized at the southwestern border in the first quarter has seen a 233% increase from this same time last year.,,,,2.41
Senator Michael Bennet,senbennetco,97172997732,GOVERNMENT_OFFICIAL,US,"Michael Bennet is a U.S. Senator from Colorado. If you'd like to send him a message, visit http://www.bennet.senate.gov/contact/",2013-04-09 00:43:07 CEST,61118,111125,2021-04-28 00:59:36 CEST,2021-04-28,00:59:36,Photo,"1,306",1011,110,14,135,1,19,1,9,6,,-,0,0,0,N/A,https://www.facebook.com/97172997732/posts/10159113441912733,"Happy Birthday to my friend and colleague, Senator Cory Booker. He has been a great partner in the push to expand the Child Tax Credit, and I look forward to continuing our work to make it permanent. 📸: J. Scott Applewhite/AP",https://www.facebook.com/senbennetco/photos/a.133419397732/10159113438337733/?type=3,,,,,,,,2.4
Sen. Marsha Blackburn,marshablackburn,6470828395,GOVERNMENT_OFFICIAL,US,"Washington D.C.
B40B Dirksen Senate Office Building
Washington, DC 20510
Telephone (202) 224-3344

Chattanooga
10 West M. L. King Blvd., 6th Floor
Chattanooga, TN 37402
Telephone (423) 541-2939
 
Jackson
91 Stonebridge Blvd, Suite 103
Jackson, TN 38305
Telephone (731) 660-3971
 
Knoxville
800 Market Street, Suite 121
Knoxville, TN 37902
Telephone (865) 540-3781
 
Memphis
100 Peabody Place, Suite 1125
Memphis, TN 38103
Telephone (901) 527-9199
 
Tri-Cities
1105 East Jackson Blvd, Suite 4
Jonesborough, TN 37659
Telephone (423) 753-4009
 
Nashville
3322 West End Avenue Suite 610
Nashville, TN  37203
Phone: (629) 800-6600
Fax: (615) 298-2148",2013-04-09 00:41:56 CEST,92087,131578,2021-04-22 19:03:35 CEST,2021-04-22,19:03:35,Native Video,"3,124",1631,779,418,75,16,120,11,66,8,owned,Yes,15046,20365,0,00:02:09,https://www.facebook.com/6470828395/posts/10159134604283396,Democrats want to pack the Supreme Court so they can radically change this country and our institutions. I won’t stand by and let this happen. Can you imagine the reaction from Joy Reid and her MSNBC cronies if a Republican suggested such an absurd idea?,https://www.facebook.com/marshablackburn/videos/781264069189775/,,,Democrats Are Trying to Turn Court Into Legislative Body,,,,,2.4
Tim Scott,votetimscott,349068689306,POLITICIAN,US,Honored to serve the citizens of South Carolina. http://www.votetimscott.com,2014-09-17 21:47:17 CEST,244443,273610,2021-05-04 17:53:00 CEST,2021-05-04,17:53:00,Link,"5,979",2901,768,956,44,72,33,102,1092,11,,-,0,0,0,N/A,https://www.facebook.com/349068689306/posts/10160817051054307,"The Biden administration would rather send more cash to corrupt politicians south of the border than focus on security here at home. We need real solutions to the border crisis, not more reckless spending.",http://fxn.ws/3b2CIVt,https://www.foxnews.com/politics/house-republicans-biden-central-america-cash-transfer-program-migrants,,House Republicans question Biden's 'naive' plan to send cash to Central America to stop migration,EXCLUSIVE: Republicans on the House Oversight and Budget committees are questioning a reported plan by the Biden administration to send cash payments to Central America as part of a strategy to combat the root causes of the migrant crisis -- accusing the Biden administration of trying to buy its way...,,,,2.4
Senator Ted Cruz,SenatorTedCruz,315496455229328,GOVERNMENT_OFFICIAL,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX). ,2014-08-18 20:43:36 CEST,1354791,1737775,2021-04-20 13:56:06 CEST,2021-04-20,13:56:06,Native Video,"25,103",7139,2802,7913,36,186,261,3023,3667,76,owned,Yes,179481,288869,0,00:01:19,https://www.facebook.com/315496455229328/posts/3834666156645656,President Biden has abandoned blue-collar workers.,https://www.facebook.com/SenatorTedCruz/videos/297372115341951/,,,,,,,,2.4
